V 0 :0.993261 -0.0860012 -0.0776987 -0.0833676 -0.0644111 -0.994435 0.0805179 0.994211 -0.0711468 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.995821 -0.0481515 0.0776014 0.05576 -0.993518 0.0990653 0.0723282 0.102978 0.99205 ,0.00698032 0.0259224 -0.0703598 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.0463182 0.00340709 0.0696725 ,19.3055
E 938 933 :0.985399 -0.047892 -0.163384 0.0413458 0.998209 -0.0432362 0.165162 0.0358497 0.985615 ,0.261841 -0.942528 -3.30241 
E 938 932 :0.985912 -0.0293232 -0.164677 0.0266048 0.999471 -0.0186897 0.165138 0.0140452 0.986171 ,0.344985 -1.10053 -3.90985 
E 938 931 :0.983938 -0.025867 -0.176628 0.0196174 0.999121 -0.0370383 0.177431 0.0329784 0.983581 ,0.390787 -1.29961 -4.56513 
E 938 930 :0.98481 -0.0429093 -0.16825 0.034828 0.998107 -0.0506931 0.170107 0.0440632 0.98444 ,0.48922 -1.47608 -5.21461 
E 932 931 :0.999898 0.0065248 -0.0126988 -0.00675317 0.999815 -0.0180249 0.0125789 0.0181088 0.999757 ,-0.0683509 -0.209524 -0.650036 
E 932 930 :0.999953 -0.00847383 -0.00466023 0.00832092 0.999456 -0.031906 0.00492806 0.0318657 0.99948 ,-0.0832541 -0.39791 -1.30345 
E 932 929 :0.999694 0.0239291 -0.00621972 -0.0238945 0.999699 0.00557494 0.00635126 -0.00542462 0.999965 ,-0.119532 -0.578547 -1.9516 
E 932 927 :0.996783 -0.0291614 -0.0746566 0.0291235 0.999575 -0.00159617 0.0746714 -0.00058322 0.997208 ,-0.0959437 -0.951132 -3.24179 
E 932 926 :0.981124 -0.073832 -0.178732 0.0716059 0.997254 -0.0188833 0.179635 0.00572861 0.983717 ,-0.00740131 -1.12977 -3.89199 
E 932 925 :0.964767 -0.114287 -0.236987 0.110178 0.993442 -0.0305529 0.238925 0.00336563 0.971032 ,0.137562 -1.31196 -4.51898 
E 932 924 :0.90145 -0.15702 -0.403401 0.157005 0.987035 -0.0333467 0.403407 -0.0332755 0.914415 ,0.386964 -1.46933 -5.09647 
E 932 922 :0.529134 -0.248204 -0.811426 0.268467 0.956109 -0.117392 0.804949 -0.155725 0.572544 ,1.16249 -1.7538 -6.1576 
E 934 933 :0.999849 -0.0119204 -0.0126165 0.0122022 0.999672 0.0225048 0.0123441 -0.0226554 0.999667 ,-0.0709363 -0.227257 -0.653749 
E 934 932 :0.99991 0.00314099 -0.0130728 -0.00252236 0.998888 0.0470724 0.0132061 -0.0470351 0.998806 ,-0.0860349 -0.424602 -1.25515 
E 934 931 :0.999622 0.00942788 -0.0258239 -0.00867564 0.999539 0.0290881 0.0260862 -0.0288531 0.999243 ,-0.14654 -0.664319 -1.89546 
E 934 930 :0.999825 -0.00575036 -0.017826 0.00602141 0.999867 0.0151891 0.0177363 -0.0152938 0.999726 ,-0.153492 -0.883216 -2.53943 
E 934 929 :0.999446 0.0271379 -0.019274 -0.0260905 0.998272 0.0526552 0.0206696 -0.0521231 0.998427 ,-0.18186 -1.09407 -3.17878 
E 934 927 :0.995808 -0.0260114 -0.0876911 0.0300918 0.998509 0.0455349 0.086376 -0.0479828 0.995106 ,-0.142578 -1.52703 -4.4496 
E 934 926 :0.978912 -0.0707679 -0.191635 0.0775074 0.996601 0.0278944 0.189009 -0.0421593 0.98107 ,-0.0461051 -1.7363 -5.08945 
E 934 925 :0.961903 -0.1112 -0.249755 0.118869 0.992784 0.0157876 0.246198 -0.0448744 0.96818 ,0.106469 -1.94817 -5.70521 
E 934 924 :0.896588 -0.15347 -0.415424 0.173546 0.984767 0.0107516 0.407445 -0.0817347 0.909565 ,0.362903 -2.13318 -6.27132 
E 933 932 :0.999891 0.0147486 -0.000167067 -0.01474 0.999589 0.0245844 0.000529584 -0.0245793 0.999698 ,-0.0249282 -0.183474 -0.605453 
E 933 931 :0.999688 0.0212669 -0.0131303 -0.0211797 0.999753 0.00674819 0.0132706 -0.00646798 0.999891 ,-0.0962532 -0.407885 -1.25018 
E 933 930 :0.999966 0.00626232 -0.00529727 -0.00630066 0.999954 -0.00725253 0.00525161 0.00728567 0.99996 ,-0.113824 -0.612038 -1.89878 
E 933 929 :0.999232 0.0386715 -0.00630389 -0.038464 0.998802 0.0302479 0.00746607 -0.0299822 0.999523 ,-0.152653 -0.808001 -2.5423 
E 933 927 :0.997091 -0.0144158 -0.0748386 0.0162547 0.999579 0.0240207 0.0744608 -0.0251673 0.996906 ,-0.134348 -1.2125 -3.82294 
E 933 926 :0.982043 -0.0591169 -0.179155 0.061531 0.998074 0.0079431 0.17834 -0.018824 0.983789 ,-0.0483409 -1.40835 -4.4685 
E 933 924 :0.9036 -0.14244 -0.404002 0.15357 0.988126 -0.00490644 0.399904 -0.0576093 0.914745 ,0.341174 -1.7832 -5.66407 
E 933 925 :0.966247 -0.0996228 -0.237574 0.101786 0.994801 -0.00317487 0.236655 -0.021114 0.971364 ,0.0940242 -1.60802 -5.09075 
E 935 934 :0.999431 -0.00694219 -0.0330128 0.00609312 0.99965 -0.0257508 0.03318 0.025535 0.999123 ,-0.00265793 -0.199976 -0.67781 
E 935 933 :0.998788 -0.0181056 -0.0457673 0.0179723 0.999833 -0.00332214 0.0458198 0.00249557 0.998947 ,-0.0503941 -0.410752 -1.33914 
E 935 932 :0.998922 -0.00224251 -0.0463655 0.00323103 0.999769 0.0212562 0.0463071 -0.0213831 0.998698 ,-0.0442602 -0.592632 -1.94556 
E 935 931 :0.998252 0.00343604 -0.0589989 -0.00325353 0.99999 0.0031893 0.0590093 -0.00299177 0.998253 ,-0.0819283 -0.816146 -2.59343 
E 935 930 :0.998628 -0.0121835 -0.050925 0.0116546 0.999875 -0.0106685 0.0510486 0.0100604 0.998645 ,-0.066097 -1.01843 -3.24266 
E 935 929 :0.998376 0.0219129 -0.0525894 -0.0205239 0.99943 0.026809 0.0531469 -0.0256861 0.998256 ,-0.0718788 -1.21292 -3.88778 
E 935 927 :0.992181 -0.0313444 -0.120809 0.0339246 0.999237 0.0193598 0.12011 -0.0233068 0.992487 ,0.0123397 -1.61276 -5.16723 
E 935 926 :0.971577 -0.0762544 -0.224107 0.0785778 0.996907 0.00145366 0.223303 -0.0190222 0.974563 ,0.131334 -1.80489 -5.80866 
E 935 925 :0.952402 -0.116547 -0.281685 0.118349 0.992915 -0.0106711 0.280933 -0.0231739 0.959448 ,0.30562 -1.9999 -6.42423 
E 941 940 :0.999287 -0.0194458 0.0323719 0.0183789 0.999289 0.0329334 -0.0329892 -0.032315 0.998933 ,-0.000879715 -0.19771 -0.701548 
E 941 939 :0.999577 -0.0260118 -0.0129898 0.0265066 0.998868 0.0394952 0.0119478 -0.0398228 0.999135 ,-0.02593 -0.412924 -1.31498 
E 941 938 :0.99307 -0.0108544 0.117019 0.00793696 0.999647 0.0253687 -0.117253 -0.0242641 0.992806 ,-0.00490785 -0.601936 -2.0046 
E 941 937 :0.999853 -0.0160607 0.00600328 0.0159428 0.999689 0.0191947 -0.00630969 -0.0190961 0.999798 ,-0.0592715 -0.797228 -2.61204 
E 941 936 :0.99818 -0.02898 0.0528893 0.0272693 0.99909 0.0327858 -0.0537913 -0.0312839 0.998062 ,-0.0420769 -0.999724 -3.28741 
E 941 935 :0.999347 -0.0361102 -0.000829938 0.0360943 0.999242 -0.0145578 0.00135499 0.0145183 0.999894 ,-0.0866799 -1.23307 -3.94605 
E 941 934 :0.998531 -0.0430564 -0.0328906 0.0416792 0.99827 -0.0414679 0.0346191 0.0400361 0.998598 ,-0.0815524 -1.42312 -4.6267 
E 941 933 :0.997449 -0.0542 -0.0464466 0.0533422 0.998386 -0.019514 0.0474292 0.0169867 0.99873 ,-0.121097 -1.62583 -5.29108 
E 941 932 :0.998115 -0.0383251 -0.0479316 0.0386098 0.999242 0.00502774 0.0477026 -0.0068689 0.998838 ,-0.107896 -1.79852 -5.90007 
E 941 931 :0.997669 -0.0326735 -0.0599041 0.0319211 0.9994 -0.013475 0.0603084 0.0115314 0.998113 ,-0.136931 -2.0138 -6.55117 
E 939 938 :0.99146 0.0153575 0.129504 -0.0132342 0.999764 -0.0172402 -0.129738 0.0153791 0.991429 ,0.0077637 -0.161882 -0.696765 
E 939 937 :0.999777 0.0102163 0.0184549 -0.00983193 0.999735 -0.0207979 -0.0186625 0.0206119 0.999613 ,-0.0590112 -0.331349 -1.31069 
E 939 936 :0.997838 -0.00285911 0.0656606 0.00341613 0.999959 -0.00837266 -0.065634 0.00857886 0.997807 ,-0.0552603 -0.507168 -1.99369 
E 939 935 :0.999898 -0.00943499 0.0107311 0.0100047 0.998472 -0.0543383 -0.010202 0.0544401 0.998465 ,-0.113899 -0.712857 -2.6604 
E 939 934 :0.999627 -0.0160991 -0.0220448 0.0142799 0.996666 -0.0803323 0.0232646 0.0799876 0.996524 ,-0.121944 -0.875723 -3.34803 
E 939 933 :0.999008 -0.0275104 -0.0350115 0.0254476 0.997989 -0.058056 0.0365383 0.0571074 0.997699 ,-0.174783 -1.05072 -4.01934 
E 939 932 :0.999286 -0.0119046 -0.0358442 0.0107038 0.999381 -0.0335077 0.0362209 0.0331001 0.998795 ,-0.173441 -1.19931 -4.63479 
E 939 931 :0.998814 -0.0060313 -0.0483107 0.0035322 0.998659 -0.0516492 0.0485574 0.0514173 0.997496 ,-0.215949 -1.38765 -5.29345 
E 939 930 :0.998964 -0.0215081 -0.0401026 0.0188539 0.997679 -0.0654264 0.0414168 0.0646025 0.997051 ,-0.205178 -1.55419 -5.95286 
E 936 935 :0.99844 -0.00957679 -0.055011 0.00705795 0.998926 -0.045801 0.0553905 0.0453413 0.997435 ,-0.0154556 -0.211232 -0.667378 
E 936 934 :0.995988 -0.0179095 -0.0876774 0.0116208 0.997357 -0.071717 0.0887301 0.0704104 0.993564 ,0.0210928 -0.379968 -1.35266 
E 936 933 :0.994537 -0.0277898 -0.100617 0.0229038 0.998517 -0.0493944 0.101841 0.04682 0.993698 ,0.0118301 -0.560564 -2.0245 
E 936 932 :0.994785 -0.0106373 -0.101436 0.008157 0.999658 -0.0248353 0.101666 0.0238784 0.994532 ,0.0530558 -0.714432 -2.63727 
E 936 931 :0.99348 -0.00598143 -0.113852 0.0010929 0.999077 -0.0429516 0.114004 0.0425471 0.992569 ,0.0532272 -0.908298 -3.2957 
E 936 930 :0.99415 -0.0222935 -0.10568 0.0163523 0.998254 -0.0567555 0.106761 0.0546954 0.992779 ,0.106686 -1.08051 -3.95156 
E 936 929 :0.994091 0.0137204 -0.107679 -0.0158896 0.999687 -0.0193121 0.10738 0.020909 0.993998 ,0.138264 -1.24529 -4.60416 
E 936 927 :0.983701 -0.0395829 -0.175403 0.0353898 0.99901 -0.0269706 0.176297 0.0203235 0.984127 ,0.296565 -1.58551 -5.8938 
E 942 941 :0.999106 0.00845786 -0.0414311 -0.00616475 0.998458 0.0551659 0.0418338 -0.0548612 0.997617 ,-0.0119428 -0.269946 -0.751708 
E 942 940 :0.999915 -0.00963768 -0.00876548 0.0103704 0.996085 0.0877901 0.00788507 -0.0878736 0.9961 ,0.0145719 -0.506047 -1.44077 
E 942 939 :0.998412 -0.0158903 -0.0540395 0.0209627 0.995292 0.0946326 0.0522813 -0.0956151 0.994044 ,0.0131388 -0.754616 -2.04198 
E 942 938 :0.997107 -0.00138455 0.0759962 -0.0046657 0.996834 0.0793772 -0.0758655 -0.0795021 0.993944 ,0.0611154 -0.98151 -2.71871 
E 942 937 :0.999355 -0.0067999 -0.0352625 0.00940628 0.997193 0.0742828 0.0346584 -0.0745666 0.996614 ,0.0303157 -1.20968 -3.31627 
E 942 936 :0.999746 -0.0192078 0.0117684 0.0181063 0.996003 0.0874682 -0.0134014 -0.0872329 0.996098 ,0.0737634 -1.44922 -3.9782 
E 942 935 :0.998703 -0.028228 -0.042379 0.0299527 0.998725 0.0406298 0.0411781 -0.0418465 0.998275 ,0.0545151 -1.71826 -4.62434 
E 942 934 :0.996556 -0.0362334 -0.0745849 0.0373691 0.999205 0.0138874 0.0740225 -0.0166268 0.997118 ,0.0862304 -1.9456 -5.29272 
E 942 933 :0.995043 -0.0464111 -0.0879486 0.0497274 0.998117 0.0358983 0.0861169 -0.0400938 0.995478 ,0.0725326 -2.18441 -5.94606 
E 942 932 :0.995573 -0.0295548 -0.0892292 0.0350288 0.997558 0.0604173 0.0872257 -0.0632754 0.994177 ,0.109492 -2.39051 -6.54356 
E 937 936 :0.998807 -0.0128501 0.0471067 0.0122566 0.999842 0.012867 -0.0472646 -0.0122743 0.998807 ,0.0182251 -0.189812 -0.67901 
E 937 935 :0.999767 -0.0202658 -0.00737093 0.020007 0.999234 -0.033634 0.0080469 0.0334787 0.999407 ,-0.0259356 -0.409788 -1.34227 
E 937 934 :0.99883 -0.0273875 -0.0398477 0.0249681 0.997886 -0.0599961 0.0414066 0.058931 0.997403 ,-0.0195442 -0.586866 -2.02639 
E 937 933 :0.997854 -0.0383822 -0.0530525 0.0364002 0.998621 -0.0378339 0.0544315 0.0358215 0.997875 ,-0.0581231 -0.776192 -2.69477 
E 937 932 :0.998283 -0.0223455 -0.0541468 0.0216565 0.999677 -0.013278 0.054426 0.0120825 0.998445 ,-0.0438348 -0.937414 -3.30687 
E 937 931 :0.997651 -0.0168083 -0.0664079 0.0147363 0.999393 -0.0315688 0.0668982 0.030516 0.997293 ,-0.0721891 -1.13972 -3.96215 
E 937 930 :0.997783 -0.032518 -0.0580579 0.0299083 0.998527 -0.0452677 0.0594444 0.0434309 0.997286 ,-0.0474767 -1.31969 -4.61763 
E 937 929 :0.998168 0.00184295 -0.0604785 -0.00232123 0.999967 -0.00783906 0.0604621 0.00796508 0.998139 ,-0.0445605 -1.49245 -5.26893 
E 964 963 :0.999958 -0.00665112 -0.0063312 0.00668278 0.999965 0.00499203 0.00629778 -0.00503413 0.999967 ,0.0164287 -0.231026 -0.738036 
E 964 962 :0.998185 -0.013812 -0.0586248 0.0123442 0.999603 -0.0253254 0.0589513 0.0245558 0.997959 ,-0.0381466 -0.486106 -1.46587 
E 964 961 :0.995 -0.0183289 -0.0981764 0.0173901 0.999795 -0.0104097 0.098347 0.00865034 0.995115 ,-0.0421478 -0.662769 -2.14003 
E 964 959 :0.986301 -0.0708433 -0.148969 0.0665576 0.997218 -0.0335665 0.150932 0.0231916 0.988272 ,-0.114203 -1.05473 -3.26348 
E 964 958 :0.998561 -0.0204818 -0.0495656 0.0192059 0.999475 -0.0260818 0.0500738 0.0250923 0.99843 ,-0.121538 -1.29293 -3.97252 
E 964 957 :0.995812 0.00743683 -0.0911175 -0.00785617 0.99996 -0.00424435 0.0910823 0.00494241 0.995831 ,-0.13355 -1.46014 -4.56732 
E 964 956 :0.999843 0.0161316 -0.0073832 -0.0158351 0.99913 0.0385936 0.00799935 -0.0384706 0.999228 ,-0.10102 -1.58936 -5.02794 
E 964 955 :0.999288 -0.0273713 -0.0259804 0.0284567 0.998697 0.0423696 0.0247868 -0.0430788 0.998764 ,-0.137512 -1.81849 -5.6709 
E 964 953 :0.999517 -0.0256943 0.0175033 0.0252411 0.999353 0.0256392 -0.0181507 -0.025185 0.999518 ,-0.10395 -2.23786 -6.91485 
E 940 939 :0.998957 -0.00632136 -0.0452154 0.00666407 0.99995 0.00743263 0.0451662 -0.0077262 0.99895 ,-0.00875127 -0.194751 -0.620672 
E 940 938 :0.996376 0.0083262 0.0846503 -0.00759065 0.999931 -0.00900741 -0.0847194 0.00833221 0.99637 ,0.0315322 -0.361752 -1.3151 
E 940 937 :0.999641 0.00295395 -0.0266308 -0.00330757 0.999907 -0.0132442 0.0265892 0.0133275 0.999558 ,-0.00634286 -0.536219 -1.93009 
E 940 936 :0.999744 -0.00956513 0.0205288 0.00957779 0.999954 -0.000518344 -0.0205229 0.000714832 0.999789 ,0.0293976 -0.717081 -2.61085 
E 940 935 :0.999253 -0.0181984 -0.0340826 0.0165918 0.998764 -0.0468428 0.034893 0.0462424 0.998321 ,0.00226599 -0.928106 -3.27792 
E 940 934 :0.997443 -0.0259993 -0.0665722 0.0211137 0.997103 -0.0730685 0.0682791 0.071476 0.995103 ,0.0263508 -1.09613 -3.96393 
E 940 933 :0.996154 -0.0363725 -0.0797194 0.0323754 0.99818 -0.0508709 0.0814247 0.0480942 0.995518 ,0.00502603 -1.27646 -4.63556 
E 940 932 :0.996539 -0.0197062 -0.0807559 0.0176318 0.999498 -0.0263212 0.0812341 0.0248062 0.996386 ,0.0351335 -1.4296 -5.24916 
E 940 931 :0.995555 -0.0146628 -0.093036 0.0105491 0.998951 -0.0445545 0.0935917 0.043375 0.994665 ,0.0236424 -1.62312 -5.90759 
E 947 946 :0.999507 -0.0188107 0.0251258 0.018459 0.999729 0.0141555 -0.0253853 -0.0136847 0.999584 ,0.00409107 -0.184789 -0.694525 
E 947 945 :0.998499 0.0536547 -0.0109565 -0.0542829 0.996159 -0.0687081 0.0072279 0.0691997 0.997577 ,-0.0310853 -0.429286 -1.38131 
E 947 944 :0.997763 0.0535163 0.0400599 -0.0516849 0.997629 -0.0454355 -0.0423965 0.0432634 0.998164 ,-0.0166844 -0.623508 -2.14474 
E 947 943 :0.99928 0.0374549 -0.0060538 -0.0376536 0.998608 -0.0369448 0.0046616 0.0371462 0.999299 ,-0.0697813 -0.855893 -2.89274 
E 947 942 :0.996337 0.0316546 0.0794418 -0.0277285 0.998362 -0.0500461 -0.0808958 0.04766 0.995582 ,-0.092868 -1.0893 -3.64619 
E 947 941 :0.998574 0.0356744 0.0397194 -0.035952 0.999334 0.00629747 -0.0394683 -0.00771648 0.999191 ,-0.173029 -1.32085 -4.40647 
E 947 940 :0.997207 0.0149474 0.0731776 -0.0177674 0.999118 0.0380384 -0.0725445 -0.0392323 0.996593 ,-0.208826 -1.52282 -5.10589 
E 947 939 :0.999572 0.0080776 0.0281227 -0.00937267 0.998887 0.0462279 -0.027718 -0.0464717 0.998535 ,-0.265883 -1.74085 -5.71618 
E 947 938 :0.98728 0.0238591 0.157191 -0.0285096 0.999218 0.0273968 -0.156415 -0.0315298 0.987188 ,-0.279025 -1.93483 -6.40461 
E 947 937 :0.998745 0.018867 0.0463908 -0.0200543 0.99948 0.0252623 -0.0458901 -0.0261609 0.998604 ,-0.364406 -2.13187 -7.00791 
E 947 936 :0.995592 0.00546064 0.0936258 -0.00897419 0.999269 0.0371477 -0.0933546 -0.0378242 0.994914 ,-0.381284 -2.3391 -7.68185 
E 944 943 :0.998793 -0.0158166 -0.0464975 0.0161151 0.999852 0.00605188 0.0463949 -0.00679389 0.9989 ,-0.00925477 -0.267036 -0.738196 
E 944 942 :0.998971 -0.0220371 0.0396415 0.0221576 0.999751 -0.00260378 -0.0395743 0.00347946 0.999211 ,0.0117171 -0.53372 -1.48058 
E 944 941 :0.999872 -0.0157287 -0.00305714 0.0158656 0.99854 0.0516366 0.0022405 -0.0516785 0.998661 ,-0.0240635 -0.801907 -2.23216 
E 944 940 :0.99897 -0.035062 0.0287958 0.0325029 0.995852 0.0849804 -0.031656 -0.083957 0.995966 ,-0.0196887 -1.03557 -2.92255 
E 944 939 :0.998995 -0.0415976 -0.0166639 0.0429437 0.994941 0.0908233 0.0128015 -0.0914477 0.995728 ,-0.0394753 -1.28254 -3.52409 
E 944 937 :0.999493 -0.031724 0.00264408 0.031457 0.996988 0.070888 -0.00488497 -0.0707689 0.997481 ,-0.0628027 -1.73379 -4.79964 
E 944 938 :0.993176 -0.026502 0.11357 0.0176265 0.996762 0.0784533 -0.115282 -0.0759161 0.990428 ,-0.0133747 -1.50655 -4.20298 
E 944 936 :0.997787 -0.0445951 0.0493156 0.0402886 0.995556 0.0851136 -0.0528921 -0.0829384 0.99515 ,-0.0403606 -1.97059 -5.46359 
E 944 934 :0.997642 -0.0588748 -0.035287 0.0592483 0.998197 0.00963507 0.0346561 -0.011703 0.999331 ,-0.0690772 -2.46315 -6.7793 
E 944 935 :0.998647 -0.0518667 -0.00365767 0.0519668 0.99796 0.0370814 0.00172692 -0.0372213 0.999306 ,-0.0792741 -2.23831 -6.1094 
E 944 933 :0.996337 -0.0699483 -0.0491869 0.0715386 0.996945 0.0313486 0.0468439 -0.0347525 0.998298 ,-0.103398 -2.7005 -7.43241 
E 944 932 :0.997234 -0.054016 -0.0510582 0.0568524 0.99682 0.0558365 0.0478797 -0.0585849 0.997134 ,-0.0856203 -2.90418 -8.03162 
E 943 942 :0.996286 -0.00573792 0.08591 0.00662283 0.999928 -0.0100189 -0.0858463 0.0105507 0.996253 ,-0.0177938 -0.261933 -0.744153 
E 943 941 :0.999025 -0.00201575 0.0441115 3.34727e-05 0.998992 0.0448925 -0.0441575 -0.0448472 0.998017 ,-0.0927226 -0.524407 -1.49487 
E 943 940 :0.99682 -0.0228666 0.0763383 0.0169129 0.99683 0.0777459 -0.0778741 -0.0762076 0.994046 ,-0.124149 -0.753412 -2.18612 
E 943 939 :0.999076 -0.0297565 0.0310166 0.0270497 0.996072 0.0843086 -0.0334035 -0.0833917 0.995957 ,-0.1758 -0.995949 -2.78757 
E 943 938 :0.986913 -0.0139292 0.160648 0.0026984 0.997549 0.0699165 -0.161228 -0.0685681 0.984532 ,-0.184838 -1.21573 -3.46828 
E 943 937 :0.998567 -0.0189025 0.0500613 0.0156769 0.997823 0.0640589 -0.0511632 -0.0631824 0.99669 ,-0.26555 -1.4381 -4.06336 
E 943 936 :0.994778 -0.0323457 0.0967976 0.0248604 0.996678 0.07756 -0.0989847 -0.0747486 0.992278 ,-0.277756 -1.6707 -4.72906 
E 943 934 :0.999 -0.0432606 0.0112747 0.0432248 0.99906 0.00340242 -0.0114113 -0.00291167 0.999931 ,-0.375417 -2.1538 -6.04497 
E 943 935 :0.99836 -0.0374488 0.043307 0.0361522 0.998885 0.0303446 -0.0443951 -0.0287292 0.998601 ,-0.350899 -1.93338 -5.37397 
E 943 933 :0.998461 -0.0554103 -0.00230644 0.055451 0.99814 0.0253396 0.000898076 -0.0254285 0.999676 ,-0.443822 -2.38613 -6.6972 
E 943 932 :0.999168 -0.040605 -0.00383479 0.0407458 0.997925 0.0498614 0.00180221 -0.0499762 0.998749 ,-0.457149 -2.58599 -7.29781 
E 951 950 :0.999067 0.0240871 -0.0358431 -0.0254527 0.998948 -0.0381422 0.0348867 0.0390189 0.998629 ,0.0525224 -0.194334 -0.79293 
E 951 949 :0.998086 -0.0491818 -0.0375018 0.0496743 0.99869 0.0123151 0.036847 -0.0141544 0.999221 ,0.0494507 -0.382275 -1.50083 
E 951 948 :0.999906 -0.00732559 0.011555 0.00796144 0.9984 -0.0559778 -0.0111264 0.0560646 0.998365 ,0.0985144 -0.555085 -2.18041 
E 951 947 :0.998817 -0.0246623 -0.0419013 0.0226411 0.998588 -0.048046 0.043027 0.0470405 0.997966 ,0.0753341 -0.755815 -2.86868 
E 951 946 :0.998934 -0.0428707 -0.0171369 0.0422826 0.99855 -0.0333217 0.0185405 0.0325615 0.999298 ,0.113079 -0.906882 -3.57031 
E 951 945 :0.998354 0.0261241 -0.0510488 -0.0319464 0.992643 -0.116789 0.0476222 0.118227 0.991844 ,0.112751 -1.11883 -4.26872 
E 951 944 :0.999634 0.0270363 -0.000691236 -0.0269845 0.995354 -0.0924222 -0.00181073 0.0924071 0.99572 ,0.163914 -1.27578 -5.03911 
E 951 943 :0.998831 0.0112262 -0.0470074 -0.0151996 0.996261 -0.0850421 0.0458769 0.0856572 0.995268 ,0.147953 -1.4731 -5.79881 
E 951 942 :0.999232 0.0049982 0.0388659 -0.00124452 0.99538 -0.0960107 -0.0391662 0.0958885 0.994621 ,0.16222 -1.67049 -6.56269 
E 951 940 :0.999505 -0.00806694 0.0303944 0.00832097 0.999931 -0.00824084 -0.0303258 0.00848967 0.999504 ,0.118255 -2.03589 -8.04481 
E 951 941 :0.999933 0.0113096 -0.00235027 -0.0113962 0.999102 -0.0408193 0.00188651 0.0408434 0.999164 ,0.119722 -1.86701 -7.33577 
E 945 944 :0.998765 -0.000405546 0.0496808 -0.00088545 0.999663 0.025961 -0.0496746 -0.025973 0.998428 ,0.0194042 -0.245533 -0.748394 
E 945 943 :0.999858 -0.0165401 0.00318359 0.0164298 0.999352 0.0320235 -0.0037112 -0.0319666 0.999482 ,-0.026405 -0.531635 -1.47803 
E 945 942 :0.995762 -0.0222424 0.0892352 0.0202382 0.999524 0.0233025 -0.089711 -0.0213978 0.995738 ,-0.0422329 -0.817521 -2.21336 
E 945 941 :0.998742 -0.0186817 0.04654 0.0150331 0.996875 0.0775482 -0.0478433 -0.0767509 0.995902 ,-0.1152 -1.1051 -2.95502 
E 945 940 :0.996151 -0.0395936 0.0782062 0.0307856 0.993368 0.110783 -0.0820738 -0.107949 0.990763 ,-0.145035 -1.35661 -3.63847 
E 945 939 :0.99838 -0.0464929 0.0327884 0.042377 0.992268 0.116658 -0.0379586 -0.115079 0.992631 ,-0.194582 -1.61909 -4.23167 
E 945 937 :0.998003 -0.035605 0.0521677 0.0304346 0.994843 0.0967574 -0.0553437 -0.0949765 0.99394 ,-0.281068 -2.10328 -5.49233 
E 945 938 :0.986216 -0.0306451 0.162603 0.0137483 0.994478 0.104039 -0.164894 -0.100369 0.981191 ,-0.20215 -1.86068 -4.90497 
E 945 936 :0.993911 -0.0490642 0.09866 0.0380184 0.993107 0.110876 -0.10342 -0.10645 0.988925 ,-0.291543 -2.35726 -6.15021 
E 945 935 :0.997479 -0.0540566 0.0459781 0.0511099 0.996703 0.0630152 -0.0492329 -0.0605063 0.996953 ,-0.362384 -2.64162 -6.78611 
E 945 934 :0.998107 -0.0597883 0.0144002 0.0592447 0.997608 0.0356067 -0.0164947 -0.0346862 0.999262 ,-0.38539 -2.88379 -7.44963 
E 946 945 :0.996822 0.0702598 -0.0375431 -0.0731496 0.993933 -0.0821349 0.0315446 0.0846202 0.995914 ,-0.0222379 -0.23437 -0.690845 
E 946 944 :0.997394 0.0708069 0.0138628 -0.0698593 0.995761 -0.0598364 -0.0180409 0.058712 0.998112 ,0.00795056 -0.418364 -1.45635 
E 946 943 :0.997974 0.0549269 -0.0321002 -0.0565043 0.997125 -0.0504961 0.0292343 0.0522076 0.998208 ,-0.0304216 -0.63945 -2.20866 
E 946 942 :0.997388 0.0488579 0.0532057 -0.0453558 0.996844 -0.0651512 -0.0562209 0.0625678 0.996456 ,-0.038679 -0.862048 -2.96567 
E 946 941 :0.99842 0.0542994 0.0144513 -0.054186 0.998498 -0.00812503 -0.0148708 0.00732914 0.999863 ,-0.103775 -1.08163 -3.73094 
E 946 940 :0.998229 0.0343788 0.0485449 -0.035528 0.999104 0.0230135 -0.0477102 -0.0246974 0.998556 ,-0.125527 -1.27329 -4.43382 
E 946 939 :0.99961 0.0276918 0.00361408 -0.0277935 0.999101 0.0320217 -0.00272409 -0.0321097 0.999481 ,-0.171089 -1.48184 -5.04837 
E 946 937 :0.999048 0.0379713 0.0214845 -0.038208 0.999212 0.0107172 -0.0210606 -0.0115278 0.999712 ,-0.243989 -1.85322 -6.34758 
E 946 938 :0.990238 0.0430923 0.132559 -0.0449328 0.99893 0.0109232 -0.131947 -0.0167728 0.991115 ,-0.170329 -1.6661 -5.7396 
E 946 936 :0.997306 0.0248637 0.0690093 -0.026422 0.999414 0.0217614 -0.0684278 -0.0235261 0.997379 ,-0.247577 -2.05086 -7.02459 
E 946 934 :0.999717 0.0117957 -0.0206592 -0.0127711 0.998778 -0.047737 0.0200709 0.0479873 0.998646 ,-0.329335 -2.4606 -8.36622 
