V 0 :0.997834 -0.0105558 -0.0649297 -0.0645998 0.0290595 -0.997488 0.0124161 0.999522 0.0283145 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.998216 0.01937 0.05648 -0.0191071 -0.999804 0.00519115 0.0565694 0.00410272 0.99839 ,-0.0740332 0.0302236 -0.0400969 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.125719 -0.0316271 0.0687992 ,19.3055
E 710 704 :0.994626 -0.0280458 -0.0996653 0.0279983 0.999606 -0.00187598 0.0996787 -0.000924556 0.995019 ,-0.00496183 -0.244452 -3.82492 
E 710 703 :0.997495 -0.00557108 -0.0705138 0.00566523 0.999983 0.00113523 0.0705063 -0.00153186 0.99751 ,0.0494779 -0.297564 -4.4737 
E 710 701 :0.998853 0.0214463 0.0428181 -0.0214355 0.99977 -0.000710212 -0.0428234 -0.000208431 0.999083 ,0.18115 -0.382903 -5.76286 
E 710 702 :0.997114 -0.0155007 -0.0743136 0.0150145 0.999862 -0.00709702 0.0744134 0.00596076 0.99721 ,0.134703 -0.337863 -5.10948 
E 710 699 :0.995606 0.00702425 0.0933726 -0.0112711 0.998922 0.0450335 -0.0929556 -0.0458881 0.994612 ,0.228278 -0.446736 -7.03926 
E 710 698 :0.998129 0.0608234 0.00624953 -0.0609246 0.997988 0.0175266 -0.00517093 -0.0178745 0.999827 ,0.219861 -0.494785 -7.6773 
E 703 702 :0.999949 -0.00937713 -0.00385815 0.00934521 0.999923 -0.00821048 0.00393484 0.008174 0.999959 ,0.0399573 -0.0397993 -0.640247 
E 703 701 :0.99321 0.0270418 0.113148 -0.0269343 0.999634 -0.0024792 -0.113174 -0.000585205 0.993575 ,0.0399655 -0.0840964 -1.29533 
E 703 699 :0.986495 0.00943038 0.16352 -0.0166751 0.998936 0.042989 -0.162941 -0.0451351 0.985603 ,-0.00338071 -0.146236 -2.57194 
E 703 698 :0.994919 0.0650646 0.0768272 -0.0664763 0.99766 0.0159599 -0.0756091 -0.020986 0.996917 ,-0.0570348 -0.19326 -3.20786 
E 703 696 :0.999384 0.0327815 0.0125036 -0.0321721 0.998415 -0.0461688 -0.0139973 0.0457381 0.998855 ,-0.174142 -0.261414 -4.37396 
E 711 710 :0.998162 -0.0456958 0.0397979 0.043951 0.998079 0.0436657 -0.0417167 -0.0418363 0.998253 ,0.0311957 -0.041609 -0.619562 
E 711 709 :0.999478 0.0163744 0.0278385 -0.0162499 0.999857 -0.00469262 -0.0279114 0.0042378 0.999601 ,0.00223998 -0.130984 -1.22957 
E 711 708 :0.997612 0.00146592 0.0690496 -0.00192904 0.999976 0.0066409 -0.0690382 -0.00675824 0.997591 ,0.00549207 -0.175784 -1.91194 
E 711 707 :0.998342 0.0308638 0.048582 -0.0304559 0.999495 -0.00911279 -0.0488387 0.00761807 0.998778 ,-0.0691699 -0.245203 -2.53727 
E 711 706 :0.999077 -0.0191148 0.0384561 0.019529 0.999755 -0.0104243 -0.0382474 0.0111657 0.999206 ,-0.0990413 -0.319931 -3.16356 
E 711 705 :0.999447 -0.0307154 0.0127683 0.0304811 0.99937 0.018159 -0.013318 -0.0177598 0.999754 ,-0.147703 -0.397284 -3.78807 
E 711 704 :0.995485 -0.0737088 -0.0597968 0.0760118 0.996413 0.0371954 0.0568407 -0.0415728 0.997517 ,-0.11481 -0.452827 -4.42737 
E 711 703 :0.998209 -0.0513168 -0.0307373 0.0525739 0.997751 0.0415909 0.0285339 -0.0431324 0.998662 ,-0.0838637 -0.531774 -5.07507 
E 711 701 :0.996292 -0.0242867 0.0825332 0.0206363 0.998783 0.0447987 -0.0835207 -0.0429294 0.995581 ,0.000160727 -0.667454 -6.36389 
E 711 702 :0.997557 -0.0609244 -0.034166 0.0620591 0.99752 0.0331943 0.0320589 -0.0352335 0.998865 ,-0.0222561 -0.596011 -5.7116 
E 711 699 :0.990592 -0.0404614 0.130727 0.0284494 0.995308 0.0924813 -0.133855 -0.0878921 0.987096 ,-0.00067931 -0.784827 -7.63736 
E 714 713 :0.997496 0.0036795 -0.0706239 0.00107633 0.99774 0.0671844 0.0707115 -0.0670922 0.995238 ,-0.0706643 -0.0831037 -0.626481 
E 714 712 :0.999562 -0.0294958 -0.00244928 0.0295789 0.998434 0.0474743 0.00104515 -0.0475259 0.998869 ,-0.031885 -0.169515 -1.2656 
E 714 711 :0.99955 0.010695 -0.0280388 -0.010273 0.999832 0.015152 0.0281962 -0.0148572 0.999492 ,-0.0429741 -0.267754 -1.90417 
E 714 710 :0.999353 -0.0338277 0.0122571 0.0330574 0.997747 0.0583751 -0.0142042 -0.0579321 0.998219 ,0.00513432 -0.319064 -2.52191 
E 714 709 :0.999637 0.0269417 -0.00025182 -0.0269377 0.999585 0.0101682 0.000525663 -0.0101577 0.999948 ,-0.00766025 -0.417369 -3.1311 
E 714 708 :0.999078 0.0123495 0.0411182 -0.0132232 0.999691 0.021046 -0.0408456 -0.0215703 0.998933 ,0.0142439 -0.472535 -3.81236 
E 714 707 :0.998936 0.0413258 0.0204582 -0.0414468 0.999125 0.00552317 -0.020212 -0.00636522 0.999775 ,-0.0435933 -0.55065 -4.43845 
E 714 706 :0.999909 -0.00872694 0.0103108 0.00868275 0.999953 0.0043224 -0.010348 -0.00423248 0.999938 ,-0.0566899 -0.634549 -5.06416 
E 714 705 :0.999696 -0.0195153 -0.0150752 0.0200069 0.999249 0.0331731 0.0144165 -0.0334646 0.999336 ,-0.0886462 -0.720852 -5.68857 
E 714 704 :0.994256 -0.0618534 -0.0873413 0.0666337 0.996373 0.0529179 0.0837514 -0.0584338 0.994772 ,-0.0384375 -0.78641 -6.32579 
E 715 714 :0.9998 -0.0186447 0.00723495 0.0188014 0.999576 -0.0222376 -0.00681726 0.0223692 0.999727 ,-0.00345625 -0.0610399 -0.636034 
E 715 713 :0.997788 -0.0154092 -0.0646619 0.0182577 0.998878 0.0436963 0.063916 -0.0447803 0.99695 ,-0.0770896 -0.131505 -1.26372 
E 715 712 :0.998818 -0.0484492 0.00389283 0.0483362 0.998513 0.0251956 -0.00510775 -0.0249777 0.999675 ,-0.0413308 -0.202938 -1.90486 
E 715 711 :0.999745 -0.00805618 -0.0210844 0.0078973 0.99994 -0.00760788 0.0211445 0.00743943 0.999749 ,-0.0552061 -0.287144 -2.54538 
E 715 710 :0.998434 -0.0528427 0.0183883 0.0521485 0.997976 0.0363828 -0.0202737 -0.0353668 0.999169 ,-0.01062 -0.323791 -3.16443 
E 715 709 :0.999943 0.00822586 0.00679322 -0.0081434 0.999894 -0.0120773 -0.00689184 0.0120213 0.999904 ,-0.0259866 -0.408748 -3.77557 
E 715 708 :0.998829 -0.00644795 0.0479449 0.00647476 0.999979 -0.000403748 -0.0479412 0.000713707 0.99885 ,-0.00798721 -0.448328 -4.45802 
E 715 707 :0.999363 0.0226432 0.0275844 -0.0221983 0.99962 -0.0163272 -0.0279436 0.0157044 0.999486 ,-0.0688861 -0.513576 -5.0853 
E 715 706 :0.999472 -0.0273996 0.0174626 0.0277089 0.999459 -0.0177218 -0.0169676 0.0181963 0.99969 ,-0.0849428 -0.583771 -5.71262 
E 702 701 :0.992462 0.0363799 0.117029 -0.0371707 0.999298 0.00458147 -0.11678 -0.00889698 0.993118 ,-0.00298339 -0.0496483 -0.65469 
E 702 699 :0.985647 0.0185876 0.167792 -0.0272562 0.998402 0.0495086 -0.166603 -0.0533714 0.984578 ,-0.0519314 -0.121811 -1.93058 
E 702 698 :0.993949 0.0743021 0.0808951 -0.0764187 0.996801 0.023387 -0.0788987 -0.0294274 0.996448 ,-0.108524 -0.173527 -2.56587 
E 702 696 :0.998977 0.0422902 0.0160018 -0.0416553 0.998405 -0.0381178 -0.0175883 0.0374123 0.999145 ,-0.230851 -0.250109 -3.73091 
E 702 695 :0.99205 0.0142743 0.125035 -0.00770202 0.998571 -0.0528905 -0.125611 0.051507 0.990742 ,-0.216829 -0.303185 -4.18261 
E 702 694 :0.991136 0.045225 0.124913 -0.0412811 0.998569 -0.0339847 -0.126272 0.0285269 0.991585 ,-0.285812 -0.355525 -4.81466 
E 704 703 :0.999321 0.0223039 0.0293275 -0.0223777 0.999747 0.00219014 -0.0292712 -0.00284494 0.999567 ,-0.0120095 -0.0540176 -0.650876 
E 704 702 :0.999593 0.0131712 0.0252876 -0.0130251 0.999898 -0.00593201 -0.0253631 0.00560023 0.999663 ,0.00825613 -0.0961032 -1.2919 
E 704 701 :0.988616 0.0493021 0.142155 -0.0494011 0.998775 -0.00283451 -0.142121 -0.00422039 0.98984 ,-0.0119355 -0.141824 -1.94657 
E 704 699 :0.980674 0.0303805 0.193273 -0.0391033 0.998374 0.0414775 -0.191699 -0.0482336 0.980268 ,-0.0940782 -0.205773 -3.22119 
E 704 698 :0.990544 0.0866568 0.106368 -0.0888892 0.995906 0.01642 -0.10451 -0.0257197 0.994191 ,-0.167395 -0.252978 -3.85513 
E 704 696 :0.997578 0.0563692 0.0407593 -0.0545585 0.99753 -0.0442493 -0.0431529 0.0419184 0.998189 ,-0.320141 -0.321048 -5.0171 
E 705 704 :0.996495 -0.0427427 -0.0719149 0.0443777 0.998788 0.021293 0.0709176 -0.0244098 0.997183 ,0.0396953 -0.0451647 -0.63973 
E 705 703 :0.998879 -0.0203015 -0.0427527 0.0213737 0.999465 0.0247728 0.0422269 -0.0256588 0.998779 ,0.0768444 -0.113509 -1.28831 
E 705 702 :0.99847 -0.030016 -0.0464381 0.0308103 0.999389 0.0164832 0.045915 -0.0178887 0.998785 ,0.144937 -0.168293 -1.92506 
E 705 701 :0.997482 0.00674244 0.0705939 -0.00849493 0.999662 0.0245541 -0.0704045 -0.025092 0.997203 ,0.173851 -0.228795 -2.57821 
E 705 699 :0.992694 -0.00893044 0.120327 0.000382339 0.997485 0.0708771 -0.120657 -0.0703133 0.990201 ,0.186394 -0.323452 -3.8535 
E 705 698 :0.998386 0.0456349 0.0337962 -0.0470487 0.997997 0.0422898 -0.0317987 -0.0438116 0.998534 ,0.160942 -0.387352 -4.4897 
E 705 696 :0.999516 0.01052 -0.0292769 -0.0111411 0.999715 -0.0211325 0.0290462 0.0214484 0.999348 ,0.0952032 -0.486859 -5.65757 
E 706 705 :0.999629 -0.010491 -0.0251269 0.0112206 0.999514 0.0290735 0.0248097 -0.0293446 0.999261 ,-0.0262412 -0.0833768 -0.625074 
E 706 704 :0.993878 -0.0525918 -0.0971677 0.0575993 0.997113 0.0494673 0.0942857 -0.0547612 0.994038 ,0.0299876 -0.146673 -1.26202 
E 706 703 :0.997224 -0.0301347 -0.068093 0.033799 0.998005 0.0533189 0.0663504 -0.0554724 0.996253 ,0.0841366 -0.233424 -1.90719 
E 706 702 :0.996623 -0.04004 -0.0716902 0.0433337 0.998047 0.0449923 0.0697487 -0.0479469 0.996412 ,0.168779 -0.30593 -2.54018 
E 706 701 :0.998971 -0.00311707 0.0452535 0.000654683 0.998523 0.0543264 -0.045356 -0.0542409 0.997497 ,0.214728 -0.385067 -3.19035 
E 706 699 :0.995354 -0.017625 0.0946582 0.00801288 0.994856 0.100981 -0.0959511 -0.0997537 0.990375 ,0.260303 -0.516615 -4.46161 
E 706 698 :0.999309 0.0362488 0.00824998 -0.0367478 0.996751 0.0716793 -0.00562488 -0.0719329 0.997394 ,0.251517 -0.599266 -5.0961 
E 706 696 :0.998532 -0.000510906 -0.0541549 0.00092403 0.999971 0.0076038 0.0541494 -0.00764269 0.998504 ,0.216192 -0.733417 -6.26181 
E 709 708 :0.99905 -0.0145957 0.0410615 0.014114 0.999828 0.0119982 -0.0412296 -0.0114072 0.999085 ,0.0230241 -0.0476321 -0.68179 
E 709 707 :0.999679 0.0143933 0.0208275 -0.0143113 0.999889 -0.00408336 -0.020884 0.00378399 0.999775 ,-0.0330169 -0.120914 -1.30863 
E 709 706 :0.999306 -0.0356624 0.0107162 0.0357235 0.999346 -0.00555867 -0.010511 0.00593764 0.999927 ,-0.0441777 -0.198775 -1.93515 
E 709 705 :0.998802 -0.0464433 -0.015438 0.0467856 0.998649 0.0226023 0.0143674 -0.0232975 0.999625 ,-0.0741258 -0.27956 -2.5604 
E 709 704 :0.992144 -0.0887016 -0.0882121 0.0925423 0.994887 0.0404382 0.0841742 -0.0482839 0.995281 ,-0.0225043 -0.337266 -3.19827 
E 709 703 :0.996038 -0.0662995 -0.0592712 0.0690324 0.996585 0.0453137 0.0560645 -0.0492258 0.997213 ,0.0277871 -0.418439 -3.84448 
E 709 701 :0.997768 -0.0393059 0.0539741 0.0365931 0.99806 0.0503628 -0.055849 -0.0482753 0.997271 ,0.149945 -0.558185 -5.12981 
E 709 702 :0.995134 -0.0761189 -0.0625672 0.0785205 0.996231 0.0368631 0.0595254 -0.0415965 0.99736 ,0.108173 -0.484356 -4.47874 
E 709 699 :0.993349 -0.0541608 0.101604 0.0440985 0.994131 0.0987917 -0.106359 -0.0936541 0.989907 ,0.186557 -0.680953 -6.40224 
E 709 698 :0.999866 -9.36952e-05 0.0163763 -0.000993751 0.997794 0.0663829 -0.0163464 -0.0663903 0.99766 ,0.173925 -0.760337 -7.03708 
E 707 706 :0.998694 -0.0500769 -0.0100901 0.0500631 0.998745 -0.0016201 0.0101586 0.00111285 0.999948 ,0.00304141 -0.0803837 -0.626298 
E 707 705 :0.997512 -0.0602339 -0.0366327 0.0612109 0.997782 0.0261601 0.0349757 -0.0283373 0.998986 ,-0.0126833 -0.163957 -1.2517 
E 707 704 :0.988744 -0.101903 -0.109548 0.107131 0.993318 0.0429302 0.104441 -0.054183 0.993054 ,0.0530687 -0.223327 -1.88811 
E 707 703 :0.99356 -0.0795126 -0.0807264 0.0835732 0.995334 0.048229 0.0765149 -0.054665 0.995569 ,0.118001 -0.306212 -2.5328 
E 707 702 :0.992448 -0.0894831 -0.0839036 0.0930603 0.994867 0.0397325 0.0799175 -0.0472405 0.995681 ,0.21255 -0.373365 -3.16497 
E 707 701 :0.998091 -0.0525687 0.0324091 0.0507389 0.997201 0.0549077 -0.0352048 -0.0531585 0.997965 ,0.268963 -0.449049 -3.81473 
E 707 699 :0.994621 -0.0664148 0.0794848 0.0579888 0.992886 0.103989 -0.0858258 -0.0988204 0.991397 ,0.333894 -0.57609 -5.08561 
E 707 698 :0.999901 -0.0129869 -0.00541406 0.0133359 0.997431 0.0703864 0.00448605 -0.0704517 0.997505 ,0.335659 -0.658049 -5.72024 
E 728 727 :0.998656 -0.0284106 -0.0433508 0.0292146 0.999411 0.0180278 0.0428131 -0.01927 0.998897 ,-0.0112938 -0.0518327 -0.390936 
E 728 726 :0.999165 -0.0237704 0.0332359 0.0242707 0.999597 -0.0147306 -0.0328724 0.0155249 0.999339 ,-0.027476 -0.0767412 -0.832699 
E 728 725 :0.999482 0.00696926 -0.0314304 -0.00666376 0.99993 0.00981426 0.0314966 -0.00959972 0.999458 ,-0.0767839 -0.153358 -1.21631 
E 728 724 :0.983643 0.00400297 -0.180085 -0.00745233 0.999801 -0.0184816 0.179975 0.0195213 0.983477 ,-0.0869475 -0.180066 -1.60954 
E 728 723 :0.999987 0.00409874 -0.00295937 -0.00402614 0.999701 0.0241346 0.0030574 -0.0241223 0.999704 ,-0.0245782 -0.239847 -2.25989 
E 729 728 :0.998194 0.0214317 -0.0561218 -0.0214916 0.999769 -0.00046505 0.0560989 0.00167036 0.998424 ,-0.0133676 -0.0211478 -0.252312 
E 729 727 :0.995076 -0.00585874 -0.0989461 0.00772519 0.999799 0.0184907 0.0988179 -0.0191641 0.994921 ,-0.00381369 -0.0725457 -0.643353 
E 729 726 :0.999725 -0.00317573 -0.0232245 0.00280668 0.99987 -0.0159062 0.023272 0.0158366 0.999604 ,0.00429205 -0.0968952 -1.08537 
E 729 725 :0.995766 0.0289256 -0.0872547 -0.0281574 0.999553 0.0100227 0.0875057 -0.00752338 0.996136 ,-0.0250397 -0.172256 -1.47127 
E 729 724 :0.971606 0.0243276 -0.235351 -0.0286744 0.999475 -0.0150643 0.234861 0.0213851 0.971794 ,-0.0136887 -0.198557 -1.86449 
E 713 712 :0.997165 -0.0317079 0.0682395 0.0331198 0.999258 -0.0196583 -0.0675655 0.0218627 0.997475 ,-0.00660354 -0.0431935 -0.644616 
E 713 711 :0.99903 0.0106938 0.0427233 -0.00846364 0.998609 -0.0520435 -0.0432204 0.0516314 0.997731 ,-0.0629248 -0.0984087 -1.28596 
E 713 710 :0.995882 -0.0367656 0.0828748 0.0376128 0.999255 -0.00868446 -0.0824938 0.0117658 0.996522 ,-0.058674 -0.10798 -1.90761 
E 713 709 :0.997142 0.0272318 0.0704676 -0.0232339 0.998107 -0.0569444 -0.0718849 0.0551445 0.995887 ,-0.114619 -0.165238 -2.5196 
E 713 708 :0.993674 0.0118693 0.111674 -0.0067768 0.998924 -0.0458709 -0.112098 0.0448239 0.992686 ,-0.141002 -0.174491 -3.20287 
E 713 707 :0.994961 0.0418477 0.0911085 -0.0363214 0.997447 -0.0614911 -0.0934491 0.0578721 0.993941 ,-0.24305 -0.210637 -3.82714 
E 713 706 :0.996683 -0.00792809 0.0809967 0.0130366 0.997945 -0.0627374 -0.0803328 0.0635852 0.994738 ,-0.300449 -0.252414 -4.45458 
E 713 705 :0.998234 -0.0207573 0.0556628 0.0226728 0.999164 -0.0340049 -0.0549104 0.0352069 0.99787 ,-0.376571 -0.296746 -5.07956 
E 713 704 :0.997761 -0.064758 -0.0167238 0.0645224 0.997814 -0.0142645 0.017611 0.0131535 0.999758 ,-0.371618 -0.319219 -5.7217 
E 713 702 :0.998623 -0.0517034 0.00889692 0.0518613 0.998482 -0.0185471 -0.00792447 0.018983 0.999788 ,-0.335551 -0.396151 -7.01441 
E 713 703 :0.999022 -0.0424401 0.0124034 0.0425673 0.999042 -0.0101807 -0.0119594 0.0106987 0.999871 ,-0.369217 -0.364609 -6.37334 
E 713 701 :0.991978 -0.0154164 0.125467 0.016522 0.999833 -0.00777566 -0.125326 0.00978625 0.992067 ,-0.341788 -0.433736 -7.66988 
E 712 711 :0.998837 0.0402487 -0.0265337 -0.0410794 0.998658 -0.0315464 0.0252284 0.0325998 0.99915 ,-0.0146574 -0.0674099 -0.642484 
E 712 710 :0.999878 -0.00436123 0.0150217 0.00420403 0.999936 0.0104809 -0.0150665 -0.0104164 0.999832 ,0.0312665 -0.0906996 -1.26209 
E 712 709 :0.998403 0.0564858 0.00109415 -0.0564056 0.997709 -0.0373638 -0.00320217 0.0372424 0.999301 ,0.0149331 -0.159521 -1.87522 
E 712 708 :0.998206 0.0418912 0.0427668 -0.0407299 0.998787 -0.027675 -0.0438742 0.0258835 0.998702 ,0.0344839 -0.182868 -2.55839 
E 712 707 :0.997252 0.0708541 0.0216575 -0.0698857 0.996645 -0.0426042 -0.0246035 0.0409735 0.998857 ,-0.0262928 -0.229401 -3.18734 
E 712 706 :0.999717 0.0208499 0.0114792 -0.0203321 0.998846 -0.0435115 -0.0123732 0.0432657 0.998987 ,-0.0425193 -0.283044 -3.81629 
E 712 705 :0.999865 0.0100149 -0.0130429 -0.0101964 0.999851 -0.0139285 0.0129015 0.0140596 0.999818 ,-0.0776669 -0.338593 -4.44401 
E 712 704 :0.995879 -0.0324158 -0.0846981 0.0332226 0.999415 0.00813379 0.0843848 -0.0109142 0.996373 ,-0.0300854 -0.375245 -5.08375 
E 712 703 :0.998408 -0.00995457 -0.0555258 0.0105973 0.99988 0.0112935 0.0554067 -0.0118639 0.998393 ,0.0148336 -0.434924 -5.73269 
E 712 701 :0.998181 0.0170803 0.0578238 -0.0176838 0.999794 0.00994108 -0.0576421 -0.0109455 0.998277 ,0.127497 -0.533216 -7.02272 
E 712 702 :0.998045 -0.0197699 -0.0592938 0.0199853 0.999796 0.00304263 0.0592215 -0.00422168 0.998236 ,0.0906737 -0.481526 -6.36922 
E 716 715 :0.996102 0.035683 -0.0806707 -0.0377502 0.998993 -0.0242464 0.0797242 0.0271973 0.996446 ,0.0233722 -0.0614731 -0.557974 
E 716 714 :0.997124 0.0152913 -0.0742354 -0.0187948 0.998731 -0.0467282 0.0734266 0.047989 0.996145 ,0.0690607 -0.106899 -1.19368 
E 716 713 :0.989394 0.0239063 -0.143275 -0.020977 0.99954 0.0219208 0.143733 -0.0186829 0.98944 ,0.0438359 -0.159295 -1.82693 
E 716 712 :0.997061 -0.0106155 -0.0758677 0.0107059 0.999942 0.000784732 0.075855 -0.00159466 0.997118 ,0.128627 -0.216461 -2.46488 
E 716 710 :0.998038 -0.0141729 -0.0609887 0.0148965 0.999824 0.0114257 0.060816 -0.0123118 0.998073 ,0.256517 -0.307811 -3.72081 
E 716 711 :0.994424 0.0270559 -0.101924 -0.0303639 0.999057 -0.0310446 0.100988 0.0339663 0.994308 ,0.163472 -0.284528 -3.10651 
E 716 709 :0.996311 0.0429032 -0.0743271 -0.0457161 0.998285 -0.0365657 0.0726309 0.0398288 0.996563 ,0.287479 -0.377284 -4.33331 
E 716 708 :0.999034 0.0292018 -0.0328343 -0.0300753 0.999198 -0.0264318 0.0320361 0.0273938 0.999111 ,0.35905 -0.400957 -5.01298 
E 716 707 :0.996929 0.0569574 -0.0537349 -0.0592245 0.997378 -0.041586 0.0512254 0.0446408 0.997689 ,0.346663 -0.448631 -5.64466 
E 716 706 :0.997933 0.00690296 -0.0638835 -0.00963786 0.999046 -0.0426021 0.0635285 0.0431298 0.997048 ,0.378771 -0.502939 -6.27294 
E 720 719 :0.997396 -0.0184201 -0.069722 0.017893 0.999806 -0.00817608 0.0698591 0.00690726 0.997533 ,0.0394201 -0.027916 -0.570613 
E 720 718 :0.999757 -0.0106934 -0.0192741 0.00968839 0.998626 -0.051501 0.0197984 0.0513017 0.998487 ,0.062656 -0.0611563 -1.21046 
E 720 717 :0.996494 -0.0210869 -0.0809627 0.0173105 0.998742 -0.0470659 0.0818533 0.0454994 0.995605 ,0.0840692 -0.083175 -1.84871 
E 720 716 :0.998554 -0.0116081 0.0524863 0.0133972 0.999337 -0.0338644 -0.0520584 0.0345186 0.998047 ,0.12319 -0.0484662 -2.29618 
E 720 715 :0.999284 0.0254624 -0.0279728 -0.02708 0.997887 -0.0590551 0.02641 0.0597704 0.997863 ,0.117956 -0.09069 -2.8564 
E 720 714 :0.999754 0.0061946 -0.0213016 -0.00791028 0.996648 -0.0814255 0.0207258 0.081574 0.996452 ,0.13074 -0.113946 -3.49482 
E 720 713 :0.995751 0.0112884 -0.0913905 -0.0125755 0.99983 -0.0135199 0.0912223 0.0146118 0.995723 ,0.0729232 -0.145201 -4.12732 
E 720 712 :0.999477 -0.0222913 -0.0234321 0.0214878 0.999191 -0.0339989 0.024171 0.0334777 0.999147 ,0.124772 -0.179589 -4.77041 
E 718 717 :0.99804 -0.0105048 -0.0616877 0.01083 0.999929 0.00494078 0.0616314 -0.00559918 0.998083 ,0.00855836 -0.0549607 -0.636562 
E 718 716 :0.997411 -0.00123991 0.0719052 3.01897e-05 0.999858 0.0168225 -0.0719159 -0.0167767 0.99727 ,0.039147 -0.0436738 -1.0859 
E 718 715 :0.999302 0.0363075 -0.00878211 -0.0363736 0.99931 -0.00748278 0.00850437 0.007797 0.999933 ,0.0224138 -0.114524 -1.643 
E 718 714 :0.999845 0.017464 -0.0023572 -0.0175269 0.999397 -0.0299662 0.00183245 0.0300028 0.999548 ,0.0223294 -0.170637 -2.27949 
E 718 713 :0.997193 0.0212617 -0.0717856 -0.0185263 0.999085 0.0385582 0.0725397 -0.0371201 0.996675 ,-0.0482985 -0.233679 -2.90831 
E 718 712 :0.999921 -0.0119425 -0.00397434 0.0120105 0.999774 0.0175563 0.00376378 -0.0176026 0.999838 ,-0.00952776 -0.301565 -3.54966 
E 718 710 :0.999808 -0.0162612 0.0109217 0.0159476 0.999475 0.0282123 -0.0113747 -0.0280327 0.999542 ,0.0278355 -0.414027 -4.80983 
E 718 711 :0.999149 0.0281894 -0.0301258 -0.0286307 0.999488 -0.0143166 0.0297068 0.015167 0.999444 ,-0.0208255 -0.380416 -4.19091 
E 718 709 :0.99901 0.0444182 -0.00243128 -0.0444577 0.998815 -0.0197982 0.001549 0.0198867 0.999801 ,0.0147621 -0.493793 -5.42172 
E 733 732 :0.984692 0.0259033 -0.172369 -0.0289774 0.999462 -0.0153419 0.171879 0.0201018 0.984913 ,-0.0182416 -0.0568869 -0.515147 
E 733 731 :0.997298 0.0129625 -0.0723042 -0.0111918 0.999629 0.0248415 0.0725994 -0.0239651 0.997073 ,0.0593259 -0.139206 -0.88609 
E 733 730 :0.998953 0.0316706 0.0330248 -0.0311587 0.999388 -0.0159016 -0.0335082 0.0148559 0.999328 ,0.0826963 -0.147577 -1.13263 
E 733 728 :0.999019 0.0383804 -0.0220892 -0.0381042 0.999192 0.0127908 0.0225622 -0.0119366 0.999674 ,0.045253 -0.248868 -1.7086 
E 733 729 :0.999277 0.0169112 0.0340536 -0.0173389 0.999774 0.0123021 -0.0338379 -0.0128836 0.999344 ,0.0675645 -0.224849 -1.45718 
E 717 716 :0.991024 0.00855704 0.13341 -0.0100447 0.999895 0.010482 -0.133306 -0.011728 0.991006 ,0.00295796 0.0134806 -0.450303 
E 717 715 :0.997474 0.0475395 0.0527814 -0.046916 0.998814 -0.0129888 -0.0533363 0.0104797 0.998522 ,-0.0488447 -0.0540694 -1.00565 
E 717 714 :0.997808 0.0301024 0.0589265 -0.028039 0.998975 -0.0355359 -0.0599358 0.0338058 0.99763 ,-0.0887648 -0.106613 -1.6412 
E 717 713 :0.999509 0.0297523 -0.00980084 -0.0294064 0.998998 0.033729 0.0107945 -0.0334243 0.999383 ,-0.198692 -0.165388 -2.26477 
E 717 712 :0.998323 -0.00217639 0.057845 0.00148467 0.999927 0.0119985 -0.0578669 -0.0118925 0.998253 ,-0.20026 -0.230086 -2.90762 
E 717 710 :0.99732 -0.00713271 0.072809 0.00550743 0.999732 0.0224989 -0.07295 -0.0220376 0.997092 ,-0.241854 -0.335876 -4.16823 
E 717 711 :0.998711 0.0398934 0.0313753 -0.0392908 0.999036 -0.0195952 -0.0321267 0.0183372 0.999316 ,-0.25191 -0.305222 -3.54733 
E 717 709 :0.996666 0.056374 0.0589782 -0.0549576 0.998166 -0.0253693 -0.0603002 0.0220434 0.997937 ,-0.293477 -0.412074 -4.77853 
E 717 708 :0.994083 0.0411445 0.100525 -0.0397713 0.999087 -0.0156265 -0.101076 0.011536 0.994812 ,-0.313426 -0.443587 -5.46136 
E 719 718 :0.998711 0.0107868 0.0496079 -0.00859232 0.998984 -0.0442392 -0.0500347 0.0437559 0.997789 ,-0.0221186 -0.0380815 -0.639618 
E 719 717 :0.999927 1.7075e-05 -0.012042 -0.000482985 0.999251 -0.0386886 0.0120323 0.0386916 0.999179 ,-0.0457427 -0.0648989 -1.27761 
E 719 716 :0.992557 0.00871472 0.121466 -0.00535842 0.999595 -0.0279308 -0.121661 0.0270721 0.992202 ,-0.0373622 -0.0340082 -1.72698 
E 719 715 :0.998043 0.0474269 0.0407531 -0.0452992 0.997638 -0.0516359 -0.0431058 0.0496888 0.997834 ,-0.0824747 -0.0799969 -2.28511 
E 719 714 :0.998457 0.0297102 0.0469081 -0.0261811 0.996905 -0.0741346 -0.0489655 0.0727922 0.996144 ,-0.11474 -0.107894 -2.92265 
E 719 713 :0.999306 0.0301697 -0.0218341 -0.0302847 0.999529 -0.00495619 0.0216743 0.00561399 0.999749 ,-0.217151 -0.142446 -3.54931 
E 719 712 :0.998948 -0.00201595 0.0458201 0.00324017 0.999639 -0.0266594 -0.0457498 0.0267798 0.998594 ,-0.210978 -0.182225 -4.19415 
